"","PERSON_ID","PLAYER_LAST_NAME","PLAYER_FIRST_NAME","PLAYER_SLUG","TEAM_ID","TEAM_ABBREVIATION"
"2286","77194","Jones","Robin","robin-jones","1610612757","POR"
"2287","77196","Jones","Sam","sam-jones","1610612738","BOS"
"2288","2652","Jones","Shelton","shelton-jones","1610612755","PHI"
"2289","200780","Jones","Solomon","solomon-jones","1610612737","ATL"
"2290","77197","Jones","Steve","steve-jones","1610612757","POR"
"2291","203093","Jones","Terrence","terrence-jones","1610612745","HOU"
"2292","1630200","Jones","Tre","tre-jones","1610612759","SAS"
"2293","1626145","Jones","Tyus","tyus-jones","1610612764","WAS"
"2294","77198","Jones","Wali","wali-jones","1610612755","PHI"
"2295","77199","Jones","Wallace","wallace-jones","1610610030","INO"
"2296","77201","Jones","Wil","wil-jones","1610612754","IND"
"2297","77202","Jones","Willie","willie-jones","1610612765","DET"
"2298","77203","Jones","Willie","willie-jones","1610612746","LAC"
"2299","203103","Jones III","Perry","perry-jones-iii","1610612760","OKC"
"2300","1627884","Jones Jr.","Derrick","derrick-jones-jr","1610612742","DAL"
"2301","1817","Jordan","Adonis","adonis-jordan","1610612743","DEN"
"2302","201599","Jordan","DeAndre","deandre-jordan","1610612743","DEN"
"2303","77205","Jordan","Eddie","eddie-jordan","1610612751","BKN"
"2304","202366","Jordan","Jerome","jerome-jordan","1610612751","BKN"
"2305","893","Jordan","Michael","michael-jordan","1610612741","CHI"
"2306","674","Jordan","Reggie","reggie-jordan","1610612750","MIN"
"2307","77208","Jordan","Thomas","thomas-jordan","1610612755","PHI"
"2308","77209","Jordan","Walter","walter-jordan","1610612739","CLE"
"2309","77210","Jordon","Phil","phil-jordon","1610612758","SAC"
